Id,SalePrice
1581,153130.64743029338
1582,127095.03645304228
1583,336120.2252817959
1584,227230.97896969863
1585,141376.84455255658
1586,87602.8937427313
1587,94913.65117987173
1588,152334.5926232885
1589,94647.49457641073
1590,135651.44376945455
1591,101668.49914233187
1592,124446.1914661074
1593,135316.0431082254
1594,125481.06722932369
1595,107126.213054288
1596,244856.73099685946
1597,183419.8764212107
1598,207873.039945832
1599,198239.15002289234
1600,193962.97847003277
1601,79843.1721425032
1602,112854.21146651404
1603,86984.1926892684
1604,281552.8797595052
1605,247824.98358814514
1606,163072.1951246387
1607,163809.60432860386
1608,214525.24072508028
1609,194087.4889372646
1610,145742.88054843474
1611,144325.51765247708
1612,173325.77901677723
1613,159751.9867137706
1614,127487.28887645474
1615,89834.35717060114
1616,66762.16170315808
1617,97120.13703804444
1618,126164.40255438014
1619,141961.18635309764
1620,152847.337578771
1621,130106.32973539006
1622,143483.7897468284
1623,299003.01640411856
1624,209595.8883501472
1625,132680.03895084633
1626,172002.19219774063
1627,182734.53671244124
1628,275956.8637304056
1629,181556.86056074125
1630,399398.58622970193
1631,225100.12941576703
1632,251791.79987089414
1633,174758.01161701398
1634,181691.39724521575
1635,178708.31199069897
1636,152908.67851592606
1637,179613.25862980905
1638,207823.6186184041
1639,179186.60436745812
1640,241772.61315557812
1641,179004.64225627802
1642,215456.28649422273
1643,221572.39609150038
1644,224374.3271540059
1645,183281.3976526021
1646,156200.31044054026
1647,171700.7954661499
1648,132998.68505293108
1649,138928.243584307
1650,118195.97657168239
1651,128690.49738507142
1652,98308.47410329575
1653,97671.92168793065
1654,152677.9842278897
1655,160810.93841436258
1656,148142.23095289952
1657,152677.9842278897
1658,145964.54570630434
1659,151368.62305791167
1660,149549.02015662382
1661,437923.4658848094
1662,448867.89206299646
1663,397136.1422565708
1664,410847.4543714188
1665,320046.9813299949
1666,316028.1254161815
1667,365113.94327001023
1668,335277.73745169863
1669,308553.73011202953
1670,366981.2228788693
1671,248709.29711970684
1672,449869.4448658183
1673,294910.21685052395
1674,245348.66650030887
1675,177318.98142881016
1676,179171.15756018547
1677,209775.9984938197
1678,453312.8265058995
1679,391272.50741343637
1680,331001.0556902102
1681,269200.61661008274
1682,306292.0364285791
1683,180639.10496798382
1684,178163.59380193538
1685,165932.81750389622
1686,174558.1635669052
1687,170718.67796440714
1688,181823.75445927246
1689,188273.04037199623
1690,187540.70969623604
1691,181297.92924855117
1692,281232.2892082801
1693,169670.85630593606
1694,179841.03397341853
1695,169787.38308989053
1696,276638.712102349
1697,170682.24097018328
1698,369010.1124537556
1699,324529.0367544495
1700,243385.55759357658
1701,260475.33750021723
1702,263220.19512770814
1703,250930.1256327074
1704,290665.5081959993
1705,235036.0934437348
1706,437429.7547552793
1707,220373.40275536524
1708,201214.34244188856
1709,310570.81111306266
1710,221009.01772459768
1711,256576.62457123204
1712,253855.43465197776
1713,255801.45401028908
1714,214702.64847034428
1715,205377.50201340168
1716,176067.3007270984
1717,177216.05003541647
1718,133991.8996746323
1719,199821.4808828166
1720,252481.43576440553
1721,175985.76316639414
1722,130857.81476050844
1723,156192.08559440833
1724,218371.96186014017
1725,242763.97537068435
1726,181996.86423336377
1727,151475.93512764026
1728,187186.35518365714
1729,162046.75856923664
1730,168376.48277404063
1731,121785.54683838275
1732,134463.8759661809
1733,121293.7122142224
1734,127132.82387382901
1735,136112.80996626723
1736,118465.58614338942
1737,343728.1809738025
1738,209105.4334068984
1739,284731.3090119985
1740,214513.55919261015
1741,182606.15682893
1742,166196.447766427
1743,174579.06166574074
1744,299064.62324681005
1745,210624.27287561126
1746,230512.67779233478
1747,224888.22542679354
1748,221433.99026823073
1749,152579.78283706636
1750,132809.26108133156
1751,243247.01068268126
1752,124872.69719084588
1753,150426.977514484
1754,209295.16713826725
1755,161059.23624602088
1756,131586.65406267103
1757,122699.03131336562
1758,145400.74708004433
1759,159149.7502689824
1760,164372.82932265478
1761,148833.6835322173
1762,166156.81503886599
1763,174916.0267558873
1764,116787.6294931764
1765,181823.91603660953
1766,188186.4472991103
1767,223855.0500317798
1768,149061.8434723764
1769,178491.95102446375
1770,151043.04507730523
1771,138958.8987846785
1772,145431.63329553933
1773,131088.6238620617
1774,125459.12037368311
1775,137656.35500465028
1776,123173.81597865293
1777,111617.34620033603
1778,147446.14304136008
1779,113638.25078091575
1780,180621.79247647335
1781,132208.53627755516
1782,102546.5054366749
1783,131039.81952501662
1784,102345.8371701324
1785,120695.73539213711
1786,159506.58541591457
1787,172767.78409323722
1788,59843.52180800363
1789,103868.4384099403
1790,91384.59814018363
1791,173196.4834266721
1792,157573.56297717383
1793,134835.0715430604
1794,148099.7108947943
1795,133172.06401665218
1796,123413.94559908009
1797,110634.26171610653
1798,127133.35208012121
1799,108991.97448582672
1800,141542.82429001277
1801,135317.30197606486
1802,141219.71011491914
1803,153548.9171624504
1804,139796.1460931082
1805,138362.38660396234
1806,110934.07428741026
1807,136514.0431092832
1808,130543.23421323266
1809,120664.64595565441
1810,140271.3936978478
1811,95628.53410896276
1812,97174.7573399129
1813,117752.2358761308
1814,100710.89222910977
1815,54929.90622138979
1816,97291.72260384836
1817,107272.15327284556
1818,143916.99317836115
1819,120687.17877911759
1820,52808.6284188388
1821,117108.41692030922
1822,142376.40415214183
1823,37752.188245605765
1824,135631.79565102962
1825,123558.62012494572
1826,97062.25236943818
1827,106403.85057650803
1828,136799.2494422808
1829,114910.12218826212
1830,136366.84552596445
1831,183305.95494088563
1832,81520.52302606612
1833,146582.8395781709
1834,119302.19152645257
1835,150961.95468750192
1836,123438.167043953
1837,94838.08434958966
1838,125700.72637209957
1839,89504.18052724397
1840,152729.60412673018
1841,145085.83801615084
1842,71069.41162289015
1843,135925.1732108508
1844,135386.74955359954
1845,147055.3652470658
1846,157926.57964772626
1847,155384.57169877298
1848,54009.31806561419
1849,127284.71609026408
1850,127445.85157462892
1851,152875.66515055008
1852,128527.46364919044
1853,136375.15352057744
1854,176691.63914742265
1855,137377.65069351674
1856,220316.7539265981
1857,167697.1108669003
1858,137259.92873378374
1859,125626.777094625
1860,145314.7101836934
1861,125626.777094625
1862,301305.83850751823
1863,301789.43313654815
1864,301789.43313654815
1865,343307.6349344368
1866,348685.2151876745
1867,248792.88406493035
1868,305646.7618701285
1869,197322.714620979
1870,251428.50846812938
1871,261960.73377800698
1872,166438.4125988546
1873,226615.3627709361
1874,140299.77316184263
1875,209003.2772270137
1876,196632.7810942728
1877,218010.69232700317
1878,203265.99801223367
1879,133335.53033292122
1880,135512.72464784997
1881,233834.82419006445
1882,251374.97620925977
1883,191966.83743121126
1884,205427.65189372379
1885,268482.8905615168
1886,317755.48102398944
1887,210870.15735518417
1888,274101.5470314403
1889,165164.3977832182
1890,124514.79365821817
1891,132969.51667398945
1892,112329.6372385363
1893,125701.84719647655
1894,131857.20900271402
1895,141109.92535723626
1896,125464.22053249054
1897,105029.65967216971
1898,114229.15761776868
1899,157178.0543624646
1900,168403.85560928998
1901,166095.78397994963
1902,150775.86159531568
1903,224263.29922870878
1904,147279.696364512
1905,193609.81032421842
1906,183980.28315965817
1907,208669.3190243981
1908,114066.23967433536
1909,134906.0895122113
1910,124144.4646275086
1911,211692.25478735118
1912,304859.0713585144
1913,148588.77603971478
1914,64190.854842798435
1915,298522.68348115246
1916,70216.2595197982
1917,267358.45158600557
1918,137986.61796988666
1919,159562.2606676205
1920,140877.59131794114
1921,465268.58556951815
1922,344014.9118715117
1923,200242.275380612
1924,211138.95218167602
1925,212509.67072184524
1926,391753.11358827597
1927,134504.22952588444
1928,168574.75426341445
1929,122848.88419003718
1930,130509.94604664436
1931,142862.59933869453
1932,129309.05080992762
1933,171843.6450495389
1934,177966.10580875794
1935,172525.99360491053
1936,180843.0350616343
1937,182391.11232747373
1938,177443.54654604793
1939,241973.51203610422
1940,194356.14186229272
1941,171578.831408785
1942,179802.15035979854
1943,217251.9774061133
1944,339183.10549046204
1945,382569.0847193966
1946,140324.23990578242
1947,316681.4673149815
1948,193843.01835873065
1949,231212.92845625314
1950,180956.44034769578
1951,271087.7991587624
1952,216157.9164124119
1953,162509.7716544822
1954,197745.85284939647
1955,127032.35362410896
1956,297664.01574503956
1957,159955.0215265623
1958,307399.6256281576
1959,135552.15086415838
1960,122386.17844815402
1961,115213.42641045911
1962,99822.06879151358
1963,106032.955215574
1964,108634.88935499983
1965,143789.8870114633
1966,161185.6512432629
1967,283850.3599019834
1968,424509.78284874564
1969,394377.4664088537
1970,451425.42730939755
1971,452148.7751465621
1972,381495.9245756877
1973,264066.02980031347
1974,327646.45039036544
1975,443992.7061216136
1976,262992.0139263137
1977,362597.4975723464
1978,399100.9111593418
1979,338442.04820685537
1980,187825.73569179504
1981,353899.8508787147
1982,221705.16843094307
1983,209838.61873159194
1984,174384.78587891735
1985,219483.29363283372
1986,210424.7100920214
1987,189434.96227899948
1988,171531.1742455736
1989,191193.9896144884
1990,216600.485335788
1991,236616.24656475993
1992,209178.5216947929
1993,173428.18997836183
1994,254082.97668868414
1995,184363.4977841543
1996,244658.2852910142
1997,324419.1210367405
1998,349591.3590545628
1999,259590.66575192424
2000,308423.622373264
2001,257752.6321396407
2002,236885.34039633238
2003,239022.74665604573
2004,270387.00572951767
2005,230636.04173188738
2006,235207.2390991377
2007,244335.55259836686
2008,216804.40696176165
2009,182466.82190140078
2010,196542.4318214231
2011,142784.16529586384
2012,178272.27433260233
2013,178234.5673953742
2014,182311.6519156071
2015,205179.09446086318
2016,186818.09317247334
2017,199329.9026959455
2018,119633.12416582297
2019,132799.8577111616
2020,111175.03835590665
2021,117810.9655119107
2022,180748.16730386915
2023,134786.38084902088
2024,226094.4328474116
2025,364569.7332538191
2026,177625.8834880391
2027,144086.29809790323
2028,159204.96006304488
2029,168186.51017811312
2030,283536.88667791284
2031,258714.0289750341
2032,276490.18205492763
2033,278252.1813094835
2034,168125.0146484012
2035,209583.95671483592
2036,196665.8572493829
2037,203389.64690879505
2038,298663.47148954903
2039,234154.37537088915
2040,337294.080990563
2041,263921.2405705413
2042,201611.15796628688
2043,172549.51760538574
2044,179684.26057188856
2045,211240.71817647328
2046,143504.38695640615
2047,149803.88594203105
2048,137506.4507786641
2049,140806.09432032477
2050,181541.0476638575
2051,108559.50548235126
2052,129423.73650419548
2053,146973.05940322796
2054,85517.75039520582
2055,163037.72902033746
2056,128062.88584632982
2057,120552.55669698807
2058,221759.840045962
2059,133430.708899829
2060,170025.02494992613
2061,182232.90905836804
2062,131487.0905329935
2063,113533.64104182947
2064,135612.4597675618
2065,117174.52002377108
2066,171954.8071162447
2067,116750.1005509004
2068,140910.96884955562
2069,86686.1861273909
2070,109767.87878682482
2071,98562.64122139169
2072,128098.97560356195
2073,142315.05518373614
2074,185237.57812774042
2075,151086.9728802201
2076,124303.4409182632
2077,148137.61803066166
2078,133238.9562834245
2079,130519.73199496813
2080,118441.73609959963
2081,126261.03097172819
2082,118851.02987505693
2083,140639.0561501865
2084,115493.68247597349
2085,121705.8008876671
2086,128981.9994470937
2087,121194.19907924357
2088,103710.37773002865
2089,70184.2765093423
2090,130172.61786042408
2091,117637.1207128615
2092,129516.61772706601
2093,121544.14068937553
2094,139362.5439520983
2095,149266.00496558717
2096,80657.86786870415
2097,93168.41341509215
2098,140859.52330401575
2099,67868.49348810012
2100,91149.71764497561
2101,125335.64531067653
2102,137357.24328391431
2103,101142.715421293
2104,127288.50480913685
2105,118177.2229984064
2106,69056.69715193371
2107,222963.05037419128
2108,116320.70386380616
2109,117329.0055262595
2110,129092.71084561356
2111,153319.09837384542
2112,135384.62237463336
2113,113107.7992817623
2114,109308.81616271507
2115,149076.44440222156
2116,122995.02703450534
2117,148748.27682164314
2118,118218.9073059959
2119,98483.06768848792
2120,110386.73886220167
2121,98782.1247797711
2122,105531.25141774482
2123,94813.50466610354
2124,178952.2700266663
2125,132510.6550299511
2126,139848.45324038216
2127,150807.04611755823
2128,122356.93733920206
2129,107823.56168376822
2130,133229.24318954223
2131,155059.64230086468
2132,114431.33885970648
2133,124119.5668164818
2134,123820.7068233951
2135,104368.46936637259
2136,66349.19817215545
2137,118632.27073079594
2138,126999.28528161193
2139,154000.94757232422
2140,140721.36734596326
2141,138230.7468928703
2142,128380.769431339
2143,145896.69773156883
2144,134194.06029305243
2145,138560.56309751564
2146,175605.8119676595
2147,135644.74788363345
2148,124856.07747632488
2149,136874.83292918483
2150,209310.74155861547
2151,137785.32453794614
2152,196840.597154514
2153,171617.5981501663
2154,110834.08857520843
2155,135765.29689280363
2156,251627.33071454568
2157,229114.6853577895
2158,245542.2856530758
2159,217852.88916769795
2160,175766.33347725123
2161,239865.47216042018
2162,391648.5667799411
2163,360313.0570518742
2164,258258.57855631137
2165,182542.77603038293
2166,143798.5862370373
2167,227218.01704584193
2168,199614.63823165672
2169,199061.5251806692
2170,218619.85706483322
2171,143205.31383122268
2172,133437.81741319326
2173,161897.58663256207
2174,232675.4662478571
2175,309523.8177271442
2176,318090.0539682891
2177,248755.40111002655
2178,213773.03718942896
2179,141376.84455255658
2180,206940.67850000705
2181,191737.6368288788
2182,211559.18520182092
2183,187847.06995432655
2184,130766.72996729097
2185,107143.57688188316
2186,144637.79774598358
2187,153314.0051907977
2188,156086.6404619357
2189,238942.39087259915
2190,85353.72010006451
2191,86458.3182517207
2192,97896.26808435688
2193,106493.34609374104
2194,108093.39870201572
2195,114611.52333120847
2196,110648.27470066675
2197,114847.40560512454
2198,166773.53975164227
2199,166830.84154865044
2200,145856.23158556616
2201,143125.46375772048
2202,212841.7173131914
2203,149596.31661460354
2204,175221.19992990862
2205,106706.6917692394
2206,144673.69400744527
2207,216229.42865197235
2208,257010.15626852526
2209,215593.94026587074
2210,123768.13948401865
2211,123645.1989332257
2212,115796.50431682145
2213,101207.14862248667
2214,133170.37562063392
2215,104353.88637184519
2216,148273.5737687924
2217,97248.09344838136
2218,67213.5981089365
2219,71851.21853072385
2220,72480.08039194894
2221,298522.68348115246
2222,255401.39452622784
2223,278549.4997557628
2224,213469.09903038334
2225,116178.75915580174
2226,188218.5336410825
2227,193475.18252579405
2228,272006.81077160424
2229,247163.2760370791
2230,150290.9126350122
2231,220502.11701266715
2232,175405.741465071
2233,170039.613458942
2234,253685.9077879781
2235,220984.44621195216
2236,274995.002802471
2237,347227.5478493526
2238,207587.75074021245
2239,112210.49409962939
2240,158832.4444389159
2241,149863.66048176037
2242,133055.05452207767
2243,131513.4479852539
2244,109534.65826082465
2245,108764.45266294299
2246,148461.3200419246
2247,115225.48521528076
2248,131410.8638612872
2249,130823.12728447632
2250,134022.801857444
2251,126062.3527710159
2252,181078.2476763143
2253,152780.2547846301
2254,175298.7275225374
2255,180085.9195838908
2256,187713.01880914473
2257,204314.36666661734
2258,173131.34404918965
2259,171638.51963666241
2260,168528.46831844572
2261,202018.0365047186
2262,227857.44167817995
2263,335449.46685264655
2264,387978.9661902375
2265,183667.9164868556
2266,287815.517816679
2267,383730.2275592213
2268,404594.5505998405
2269,145850.4159359625
2270,187909.244260929
2271,220120.00297859972
2272,199192.83714771815
2273,156216.99660286464
2274,169465.78357337002
2275,169111.14307626375
2276,195147.66033864525
2277,185008.09805465548
2278,143702.1978283312
2279,128271.00356554444
2280,129782.82441017327
2281,159511.7434514027
2282,186684.00135584557
2283,103406.31206568252
2284,105253.5983993403
2285,166132.81758528406
2286,124637.30096974917
2287,355352.0522029648
2288,278524.69954522606
2289,386547.78307043755
2290,444809.2358477358
2291,333501.73814958835
2292,421762.21889884176
2293,449260.91348099813
2294,438365.32008993917
2295,423749.9452787819
2296,274392.5668141443
2297,310048.020303955
2298,317198.479992038
2299,398393.6529668965
2300,341081.4031910945
2301,271350.9078923047
2302,229711.95373964706
2303,246113.4769211329
2304,245834.20470720928
2305,176055.57474102135
2306,170938.4144108866
2307,175964.31682456078
2308,217450.05031086688
2309,281455.1051718096
2310,219808.599317193
2311,202701.80413074367
2312,176819.75530731768
2313,171703.10739288374
2314,185082.29606014764
2315,176398.9770262051
2316,183140.85162643637
2317,171245.8747056349
2318,172246.34584389924
2319,184104.37630369765
2320,192058.05369183433
2321,245691.95404417478
2322,178776.0029599303
2323,185014.14551510668
2324,174295.0060661242
2325,202345.76065920238
2326,168604.23520689586
2327,215674.80446661587
2328,225999.40530026786
2329,182530.90572073756
2330,170304.95553558893
2331,345317.78255714633
2332,408081.5399690521
2333,323072.26237763616
2334,259469.29094244834
2335,267365.86602376914
2336,322780.83057794767
2337,204065.63327179168
2338,274532.15885023
2339,216277.60089192868
2340,393543.4569973946
2341,208738.46914183875
2342,231484.1451398112
2343,212397.55076709273
2344,225164.72501137858
2345,235515.76210576209
2346,222981.03318890408
2347,198406.23781494342
2348,235340.69239445697
2349,171371.9892155978
2350,289595.3123254997
2351,238963.83115980102
2352,260863.40357818612
2353,225584.2163581589
2354,135001.40961582045
2355,157819.3568897085
2356,150711.1846738881
2357,188995.91907797338
2358,185234.87257315582
2359,127145.38594378832
2360,114638.33336284265
2361,137822.04657891623
2362,260173.75307088546
2363,139295.5915227184
2364,162666.82218875832
2365,218415.8779429865
2366,214851.86780117702
2367,228754.86583774158
2368,223334.9169112086
2369,217218.12705613213
2370,166485.04983543803
2371,167176.97666459074
2372,188596.23746423319
2373,278691.225991851
2374,316288.97618966666
2375,255574.90940969012
2376,286614.66732607817
2377,355808.4729856292
2378,137715.65231146236
2379,189792.26483946308
2380,142716.82905937807
2381,155074.9210149955
2382,189049.6129069272
2383,197789.86670887994
2384,244493.73750103245
2385,158528.9306154165
2386,135795.52452090886
2387,138898.31642929208
2388,106823.67902670978
2389,128308.5120256995
2390,146004.3866241861
2391,139367.8128501912
2392,116509.6188267959
2393,173929.66720170996
2394,149533.94738635805
2395,202865.44591166245
2396,134908.0375865353
2397,214441.89290571946
2398,134729.60810341616
2399,57005.5072895049
2400,60989.964488537975
2401,111491.02642351606
2402,138902.07297743746
2403,141990.70716746972
2404,144577.36396545157
2405,155627.73439744866
2406,144859.55247912556
2407,127894.54510067061
2408,138550.43005961936
2409,127234.02314311836
2410,173500.4417354663
2411,125181.90078942246
2412,156132.38833024458
2413,129954.66874583242
2414,132787.49468152536
2415,141212.48796546264
2416,129505.65466153005
2417,132570.15740546686
2418,130476.37113184598
2419,120849.45340541683
2420,125471.55687555711
2421,145544.53586394063
2422,120745.21026090132
2423,135908.10418470012
2424,155691.7533562043
2425,217700.9849206395
2426,132486.04050047972
2427,135556.7058471396
2428,182074.2251123068
2429,120611.3544498079
2430,134584.346841418
2431,111885.83497981903
2432,145840.8741875894
2433,153762.78881861
2434,144948.58812879134
2435,149928.27730182235
2436,106655.55784404807
2437,108647.19925439417
2438,127564.90818132137
2439,110944.08175264712
2440,117879.13795833549
2441,99784.11446388056
2442,103416.06212091281
2443,119207.5044084345
2444,125950.9326978922
2445,78222.71142028038
2446,125717.9488667508
2447,193392.8244558921
2448,130384.49335131876
2449,101710.94835177215
2450,144392.59838304488
2451,115928.36102559019
2452,211604.6561971378
2453,100175.72645448467
2454,130544.7403824304
2455,123927.0444829148
2456,130981.76301339104
2457,124749.33912548478
2458,122977.01839886815
2459,105896.42264912585
2460,135841.63564937582
2461,108219.4667738398
2462,129529.19106684308
2463,115016.84578242202
2464,169637.56901575546
2465,124042.03996896878
2466,105530.36887616657
2467,143752.75419405947
2468,74611.92102132658
2469,76763.36243890069
2470,176542.5313693283
2471,209649.16299944892
2472,165516.194022424
2473,118632.41626904832
2474,81577.12568613206
2475,225818.63715899314
2476,111684.90053250184
2477,122033.49232327202
2478,160052.51088968877
2479,108871.30205715405
2480,156194.83194481183
2481,116702.52555182793
2482,126663.80838265856
2483,113973.87121273218
2484,118524.54093271185
2485,123124.35964079642
2486,156465.6236338663
2487,184586.95417690088
2488,163884.38839571257
2489,154546.6321605066
2490,155978.5535944124
2491,95747.16827767825
2492,172065.95018538917
2493,153710.44237458066
2494,154422.91711092822
2495,95925.83549827564
2496,220762.27121067786
2497,149938.33841145568
2498,116677.05525402869
2499,99473.35028242735
2500,130250.80541991904
2501,138206.74030548587
2502,156347.8174134898
2503,100304.15094266887
2504,181231.8047505395
2505,228645.6950277699
2506,253371.0589388733
2507,318444.5664757927
2508,253371.0589388733
2509,209524.5954209944
2510,221625.07460905472
2511,177584.04468363224
2512,204168.98053710588
2513,209876.10681745564
2514,245812.38011142344
2515,139866.53957053236
2516,158533.36495575964
2517,138201.1124835485
2518,150027.48966691442
2519,224207.71162434202
2520,208612.05799563575
2521,188937.0745419008
2522,226609.84467928656
2523,125625.63815116022
2524,136309.5719785376
2525,141245.2724192744
2526,132911.46072980695
2527,110661.23590244538
2528,129666.21594939272
2529,126553.47989088227
2530,119140.14223507664
2531,251336.3546311117
2532,222891.9085852172
2533,196088.3572100672
2534,231250.14177548792
2535,321292.5504595415
2536,235171.942552668
2537,243949.96815885216
2538,184718.4808285189
2539,189386.86244401123
2540,168917.65213633058
2541,182685.6496021202
2542,155906.57252706843
2543,130527.94948948758
2544,131997.84244564094
2545,131578.38422414075
2546,129309.19144043088
2547,141778.84379187378
2548,145444.36811545657
2549,155715.55580518383
2550,310950.1625523685
2551,131754.31210200055
2552,135884.3729104034
2553,73212.05819721585
2554,104429.4353110659
2555,123287.6734083944
2556,110991.24441096763
2557,113240.85014168273
2558,154761.16551945842
2559,142080.75888565558
2560,138624.31339829785
2561,154113.44000817137
2562,132434.05754733886
2563,150973.510076685
2564,200217.09867264904
2565,147029.35210305298
2566,160112.17771165882
2567,131426.74963589327
2568,196230.43261693866
2569,201152.39012799386
2570,122110.57169390822
2571,188530.89711736934
2572,189314.2540158062
2573,213992.32915558317
2574,283387.3707617768
2575,124560.38806292198
2576,130182.98689208075
2577,151873.4823861709
2578,86405.64864943858
2579,66077.652372175
2580,126285.99093837348
2581,121816.38034150154
2582,111848.59552388001
2583,280685.81477154815
2584,153899.72613767564
2585,182924.701975987
2586,222810.52218370882
2587,206072.7897235001
2588,162407.41104172502
2589,148435.8794526974
2590,212193.65596004936
2591,204907.05323663467
2592,207569.90353996024
2593,245296.4445892483
2594,179626.41148084606
2595,211896.20806152682
2596,319461.43758499576
2597,182979.9769935318
2598,269934.2135554306
2599,333026.65956568293
2600,179087.21821364103
2601,147622.16770589768
2602,84552.4211500221
2603,100597.21136906274
2604,87817.0202170736
2605,74634.94025652402
2606,143128.42039016946
2607,183599.6824182484
2608,190383.240003166
2609,163101.32319202946
2610,116261.59531016398
2611,138747.70407538593
2612,153195.4170916699
2613,131580.55061687512
2614,126824.29039156383
2615,144276.7400830659
2616,145039.72901991723
2617,181579.20271035042
2618,221475.73689545545
2619,196365.3771322578
2620,184834.74618949677
2621,178765.71527046076
2622,183477.20331804955
2623,246212.61683631313
2624,292056.5914927949
2625,335600.9120196205
2626,165309.58521094115
2627,184545.79563265853
2628,431909.51171587047
2629,572283.004549038
2630,357787.3273525886
2631,456662.722020762
2632,422609.38874599966
2633,325909.9596553732
2634,396026.6781784933
2635,152159.64349259145
2636,185378.01088823625
2637,197493.33386150448
2638,260108.0205430603
2639,182930.95709213652
2640,148890.75448892105
2641,101036.84713523902
2642,196641.9365015456
2643,103814.27521235439
2644,118246.52974721913
2645,104364.19678270166
2646,97556.78725269203
2647,103106.60555039218
2648,146619.0652251141
2649,145850.67304187486
2650,158351.3858765227
2651,142701.51865759178
2652,421139.01796842477
2653,241450.74900962814
2654,241656.5678685313
2655,383191.05851896375
2656,314906.3186877298
2657,341799.59850952844
2658,282069.2530586904
2659,321777.38919588126
2660,355155.1584354528
2661,368467.84329558874
2662,361744.924740055
2663,271081.8293348972
2664,268219.294906988
2665,337335.5541397488
2666,285526.1703362359
2667,170554.16878758752
2668,185849.660803634
2669,169818.2233893208
2670,297235.91611740686
2671,188915.5635242523
2672,189725.6675862311
2673,209327.73236050247
2674,207455.11679423274
2675,188290.30058258257
2676,185943.28481600617
2677,192669.3552089037
2678,259362.06450520048
2679,271899.396425491
2680,286914.745894257
2681,416603.91658042866
2682,359292.3571586292
2683,527509.7941909948
2684,328228.0491790721
2685,370530.5044371846
2686,245885.82348633197
2687,308997.6987280825
2688,226096.013971076
2689,221402.97682248542
2690,477241.7575544219
2691,176652.0608437872
2692,136305.51705155472
2693,195330.20950037712
2694,140174.08725860404
2695,190210.34820869594
2696,185321.03441041594
2697,179744.60283374245
2698,186533.1830749195
2699,173087.24076717804
2700,150948.15389342504
2701,144482.92004141942
2702,105567.2002868798
2703,136677.30130571357
2704,139208.97685178657
2705,122682.36377804658
2706,116964.22551820264
2707,125679.30994413824
2708,136311.71171217083
2709,114305.9223913621
2710,130440.60730256661
2711,268983.0479637717
2712,390194.1824736232
2713,173862.08410232628
2714,154194.7625378366
2715,161702.58775237898
2716,158937.66908463274
2717,188798.2653486098
2718,223914.88696113505
2719,153637.96633025102
2720,179369.37541235072
2721,135304.38062646767
2722,152925.31244223902
2723,149014.28753214166
2724,128374.07796031055
2725,135278.9952407451
2726,145590.87765779192
2727,166674.69561848947
2728,161454.6618897595
2729,152630.65459388404
2730,143059.80419688052
2731,134504.5952269169
2732,121575.12606474858
2733,158834.64954811166
2734,139276.37246963198
2735,130677.04649471413
2736,137325.0302705149
